epoch,dice_coef,iou,loss,lr,mean_io_u,precision,recall,val_dice_coef,val_iou,val_loss,val_mean_io_u,val_precision,val_recall
0,0.523264467716217,0.4028385579586029,1.1783995628356934,1e-04,0.6242080926895142,0.05580911040306091,0.8588653802871704,0.1469452828168869,0.08433070033788681,1.5394749641418457,0.4973249137401581,0.9519066214561462,0.17353717982769012
1,0.8336852192878723,0.715369701385498,0.8428061008453369,1e-04,0.7120834589004517,0.8513668179512024,0.8577962517738342,0.4109879434108734,0.2696243226528168,1.2600460052490234,0.5064733624458313,0.9920856356620789,0.2910992205142975
2,0.8618384599685669,0.757474422454834,0.798123300075531,1e-04,0.7555803060531616,0.869911253452301,0.8737266063690186,0.48298269510269165,0.3292836844921112,1.1718670129776,0.5240591764450073,0.9927377700805664,0.35072359442710876
3,0.8742833137512207,0.7768386006355286,0.7702152132987976,1e-04,0.7823843955993652,0.8788377046585083,0.8827842473983765,0.5788231492042542,0.4194633960723877,1.0602843761444092,0.5657795667648315,0.9868595600128174,0.4439343810081482
4,0.8820400238037109,0.7891385555267334,0.7474840879440308,1e-04,0.8018590211868286,0.8845291137695312,0.8891642689704895,0.6130304932594299,0.45095202326774597,1.010817289352417,0.593489408493042,0.9883562922477722,0.4736000895500183
5,0.8869038820266724,0.7969385385513306,0.7280629277229309,1e-04,0.815150260925293,0.8884520530700684,0.8930585980415344,0.690306544303894,0.5343305468559265,0.9185670018196106,0.6354898810386658,0.9823682904243469,0.560632586479187
6,0.8911375999450684,0.8037971258163452,0.709709644317627,1e-04,0.824815034866333,0.8921207189559937,0.8967559933662415,0.7451840043067932,0.5991115570068359,0.8492453694343567,0.6730641722679138,0.975147008895874,0.6283525228500366
7,0.8947256207466125,0.8096413612365723,0.6923855543136597,1e-04,0.8340481519699097,0.8950002193450928,0.9001221656799316,0.7800731062889099,0.6455524563789368,0.8007301092147827,0.715457558631897,0.968996524810791,0.6850708723068237
8,0.8972878456115723,0.8138411045074463,0.6764822006225586,1e-04,0.8404885530471802,0.8973345756530762,0.9024028182029724,0.8034873604774475,0.6762179732322693,0.7639434933662415,0.7360239028930664,0.965013325214386,0.7184267044067383
9,0.8994936347007751,0.8174654245376587,0.6613287329673767,1e-04,0.8461397290229797,0.8992152810096741,0.9044091701507568,0.8372542262077332,0.7228201031684875,0.7173138856887817,0.7707661390304565,0.9523419141769409,0.7737749814987183
10,0.9008417129516602,0.8196883201599121,0.6474450826644897,1e-04,0.8503170013427734,0.9004278182983398,0.9055075645446777,0.8666082620620728,0.7663350105285645,0.6753399968147278,0.8146791458129883,0.925359845161438,0.8408745527267456
11,0.9034897089004517,0.824079692363739,0.6326457858085632,1e-04,0.855014979839325,0.9031680822372437,0.9078876972198486,0.8733020424842834,0.7766128182411194,0.6566585898399353,0.8299515247344971,0.9170207381248474,0.8587071299552917
12,0.9059020280838013,0.8280965089797974,0.6182839870452881,1e-04,0.8594480752944946,0.9054204225540161,0.9102827906608582,0.8771095275878906,0.7826535105705261,0.6409611105918884,0.841832160949707,0.9100608229637146,0.8722571730613708
13,0.9077299237251282,0.831150472164154,0.6046730875968933,1e-04,0.8634284734725952,0.9069993495941162,0.9122268557548523,0.8780166506767273,0.7840046286582947,0.6282836198806763,0.8419151902198792,0.9161710143089294,0.8674144744873047
14,0.9093522429466248,0.8338639736175537,0.5914650559425354,1e-04,0.8670345544815063,0.9085589647293091,0.9137043952941895,0.8803411722183228,0.7877224683761597,0.6145674586296082,0.8565733432769775,0.8992573022842407,0.8870781660079956
15,0.9103948473930359,0.8356218338012695,0.5790455341339111,1e-04,0.870602548122406,0.9092810153961182,0.9149478673934937,0.8791460990905762,0.7858694195747375,0.6044931411743164,0.8493452072143555,0.9187581539154053,0.8666734099388123
16,0.9111629128456116,0.8369176983833313,0.5671266317367554,1e-04,0.8732366561889648,0.9098798036575317,0.9157587289810181,0.8736058473587036,0.7773685455322266,0.5989590883255005,0.8389348983764648,0.9333019256591797,0.8451118469238281
17,0.9117696285247803,0.8379398584365845,0.5556001663208008,1e-04,0.8750856518745422,0.910942554473877,0.9156996011734009,0.8819572329521179,0.7904303073883057,0.5798683166503906,0.8567971587181091,0.917285144329071,0.8733105659484863
18,0.9133740067481995,0.8406469821929932,0.5432581901550293,1e-04,0.8768300414085388,0.9128856062889099,0.9169230461120605,0.8847543597221375,0.7947640419006348,0.5663275718688965,0.8661582469940186,0.9072785377502441,0.8875305652618408
19,0.9147439002990723,0.8429703116416931,0.5312748551368713,1e-04,0.8789426684379578,0.914195716381073,0.9183350801467896,0.8850417137145996,0.7951669096946716,0.555449366569519,0.8756301999092102,0.8896170854568481,0.9062075614929199
20,0.9156194925308228,0.8444566130638123,0.5199015140533447,1e-04,0.8805704116821289,0.9145876169204712,0.9195842146873474,0.8863711357116699,0.797275185585022,0.5437301397323608,0.8797111511230469,0.8882536292076111,0.9100291728973389
21,0.9161308407783508,0.8453248739242554,0.5090261101722717,1e-04,0.8822976350784302,0.9149793386459351,0.920198380947113,0.8859119415283203,0.7965763211250305,0.5338463187217712,0.8749651908874512,0.9004784822463989,0.8971555829048157
22,0.9172548055648804,0.8472403883934021,0.4976763427257538,1e-04,0.8839181661605835,0.9160850048065186,0.9213086366653442,0.8872327208518982,0.7987426519393921,0.5223782062530518,0.8790469765663147,0.8980509638786316,0.9019724130630493
23,0.9180088639259338,0.848526120185852,0.4868197441101074,1e-04,0.884890615940094,0.9169136881828308,0.921885073184967,0.8873612284660339,0.7988741993904114,0.512205958366394,0.8785778284072876,0.8992664217948914,0.9005333781242371
24,0.918657124042511,0.8496356010437012,0.4762127995491028,1e-04,0.8859227895736694,0.9176558256149292,0.9224750399589539,0.8876764178276062,0.7993946671485901,0.50197833776474,0.8832617998123169,0.8936547636985779,0.9067590832710266
25,0.9190468192100525,0.8503003716468811,0.4660457372665405,1e-04,0.887273907661438,0.918048620223999,0.9227897524833679,0.8878388404846191,0.7996857762336731,0.4921358823776245,0.8854450583457947,0.891562819480896,0.9093419909477234
26,0.9196205735206604,0.8512800335884094,0.4558451175689697,1e-04,0.8886233568191528,0.918537974357605,0.9233202338218689,0.8856732249259949,0.796140193939209,0.484749972820282,0.8927194476127625,0.8726109266281128,0.9253090023994446
27,0.9202736020088196,0.8523998856544495,0.4457114338874817,1e-04,0.8898895382881165,0.9192426800727844,0.9238855242729187,0.884524405002594,0.7941705584526062,0.47645822167396545,0.8957556486129761,0.8649782538414001,0.9306967258453369
28,0.9215463399887085,0.8545807600021362,0.43506744503974915,1e-04,0.8911426663398743,0.9203262329101562,0.9253510236740112,0.8837921619415283,0.7931340932846069,0.46789905428886414,0.8949377536773682,0.8638951778411865,0.930420994758606
29,0.9223657250404358,0.8559908270835876,0.42497527599334717,1e-04,0.8915239572525024,0.9213969707489014,0.9259122610092163,0.8861882090568542,0.7968180775642395,0.4562618136405945,0.8937736749649048,0.8713668584823608,0.9262461066246033
30,0.9228424429893494,0.856810986995697,0.41533902287483215,1e-04,0.8922038078308105,0.9215768575668335,0.9266699552536011,0.8876317739486694,0.7991960644721985,0.4457099437713623,0.8892214894294739,0.8837124705314636,0.9150398969650269
31,0.9235522747039795,0.8580338358879089,0.4055980145931244,1e-04,0.8932152986526489,0.922453761100769,0.9271649718284607,0.8868072032928467,0.7980035543441772,0.43759292364120483,0.8918101787567139,0.8785586357116699,0.9207334518432617
32,0.9237233400344849,0.8583276271820068,0.39655330777168274,1e-04,0.8943048715591431,0.9222444891929626,0.9276193976402283,0.8884354829788208,0.8005295991897583,0.4271143674850464,0.8882242441177368,0.8939318656921387,0.9069228172302246
33,0.9240455627441406,0.858887255191803,0.3875311613082886,1e-04,0.8952060341835022,0.9227414727210999,0.927837073802948,0.8897215127944946,0.8026206493377686,0.41721776127815247,0.883858323097229,0.9057683944702148,0.8978815674781799
34,0.9243597388267517,0.8594294190406799,0.3786899447441101,1e-04,0.8959963917732239,0.9227715730667114,0.9283673763275146,0.8890966176986694,0.8015703558921814,0.4093892276287079,0.8850305080413818,0.8988490700721741,0.90292888879776
35,0.9244644641876221,0.8596129417419434,0.37023642659187317,1e-04,0.8966164588928223,0.9230400323867798,0.9283314943313599,0.8884660601615906,0.8005436062812805,0.40184229612350464,0.8899179697036743,0.885804295539856,0.9143397808074951
36,0.9245560169219971,0.8597736954689026,0.36195695400238037,1e-04,0.8973591327667236,0.9230543375015259,0.9284778237342834,0.888624370098114,0.8007758855819702,0.39360514283180237,0.8825967311859131,0.9053923487663269,0.8954257369041443
37,0.9253010153770447,0.861064076423645,0.35318002104759216,1e-04,0.8983535766601562,0.923640787601471,0.9293407797813416,0.8900953531265259,0.8031201362609863,0.38408419489860535,0.8856047987937927,0.9032084345817566,0.9000680446624756
38,0.92580646276474,0.8619378805160522,0.3447786271572113,1e-04,0.8989888429641724,0.9241928458213806,0.9297598600387573,0.8901998400688171,0.8032923936843872,0.37616270780563354,0.8851475715637207,0.9051765203475952,0.898213267326355
39,0.9265575408935547,0.8632341623306274,0.3362945020198822,1e-04,0.8990777730941772,0.9251861572265625,0.9301634430885315,0.8901171684265137,0.8032360076904297,0.3685346841812134,0.8905174732208252,0.8936489224433899,0.9104686379432678
40,0.9274575710296631,0.8647942543029785,0.3277783691883087,1e-04,0.8997468948364258,0.9262287616729736,0.9309725761413574,0.890794038772583,0.8043127059936523,0.3603065311908722,0.8924551606178284,0.8923023343086243,0.9129007458686829
41,0.9281219840049744,0.8659505844116211,0.3196064531803131,1e-04,0.9003994464874268,0.9268210530281067,0.9317445755004883,0.8902986645698547,0.8036227226257324,0.35335037112236023,0.8868383169174194,0.9058029651641846,0.8994885683059692
42,0.9285387992858887,0.8666748404502869,0.3117976486682892,1e-04,0.9011520147323608,0.9271700978279114,0.9321662783622742,0.8911024332046509,0.8048243522644043,0.345213919878006,0.8881661891937256,0.9036223888397217,0.902105987071991
43,0.9289432764053345,0.8673821687698364,0.30414465069770813,1e-04,0.9019018411636353,0.9274954795837402,0.9326682686805725,0.8903715014457703,0.8036767840385437,0.33875828981399536,0.8866231441497803,0.9063209891319275,0.8978729248046875
44,0.9296654462814331,0.868641197681427,0.2963247299194336,1e-04,0.9025791883468628,0.9283239841461182,0.9332954287528992,0.8918754458427429,0.8059964776039124,0.33024296164512634,0.89390629529953,0.8955855965614319,0.9109253287315369
45,0.9300242066383362,0.8692653179168701,0.28901320695877075,1e-04,0.9032728672027588,0.9286379218101501,0.9336265325546265,0.8922085165977478,0.8065762519836426,0.32304254174232483,0.8927795886993408,0.8989748358726501,0.9086073637008667
46,0.9303571581840515,0.8698487877845764,0.2818720042705536,1e-04,0.9041744470596313,0.9288164377212524,0.9340941309928894,0.891301691532135,0.8052310943603516,0.31722402572631836,0.889184832572937,0.9067205190658569,0.9000637531280518
47,0.9305088520050049,0.8701139688491821,0.2750818133354187,1e-04,0.9047287702560425,0.9288761019706726,0.934310793876648,0.8916760683059692,0.8057318925857544,0.3103254735469818,0.8893415927886963,0.9052515625953674,0.9014273881912231
48,0.9308832287788391,0.8707675933837891,0.2682349681854248,1e-04,0.9052764177322388,0.9292253851890564,0.9346950054168701,0.8910821676254272,0.8047369122505188,0.30448517203330994,0.8864991664886475,0.9122645854949951,0.8929721117019653
49,0.9311670660972595,0.8712629675865173,0.26162075996398926,1e-04,0.9055354595184326,0.9295448660850525,0.9349011182785034,0.8911546468734741,0.80485999584198,0.29815614223480225,0.8924282789230347,0.8987388014793396,0.9063088297843933
50,0.9312474131584167,0.8714059591293335,0.25537800788879395,1e-04,0.9059406518936157,0.9295662045478821,0.9350773096084595,0.8904697895050049,0.8038323521614075,0.2928723990917206,0.8848615884780884,0.9171753525733948,0.8885085582733154
51,0.9313897490501404,0.8716532588005066,0.24926334619522095,1e-04,0.9065189361572266,0.9296154975891113,0.9352755546569824,0.8895423412322998,0.8022704124450684,0.2878604233264923,0.8854793310165405,0.9132800698280334,0.8901866674423218
52,0.9311233758926392,0.871189534664154,0.24373197555541992,1e-04,0.9066567420959473,0.9294456243515015,0.9349352121353149,0.890884280204773,0.8044686317443848,0.28076979517936707,0.8903621435165405,0.9069562554359436,0.8983791470527649
53,0.9312780499458313,0.8714562058448792,0.2379729449748993,1e-04,0.9070330858230591,0.9298083782196045,0.9348487854003906,0.8909456133842468,0.8045623898506165,0.2752213478088379,0.8929991722106934,0.8957235813140869,0.9086999893188477
54,0.9315956234931946,0.8720139265060425,0.2321927696466446,1e-04,0.907153844833374,0.929998517036438,0.9353094696998596,0.8896467089653015,0.8024758100509644,0.2710922658443451,0.9013808965682983,0.8799903988838196,0.9242168068885803
55,0.9315460920333862,0.871926486492157,0.22694838047027588,1e-04,0.9074152708053589,0.9299281239509583,0.935204029083252,0.8857126832008362,0.7962737083435059,0.269805371761322,0.9048939943313599,0.864316463470459,0.9352744221687317
56,0.9322744607925415,0.8732016086578369,0.22108934819698334,1e-04,0.907806396484375,0.9308570027351379,0.9357398748397827,0.8870101571083069,0.7982271313667297,0.263420969247818,0.9049014449119568,0.8671320080757141,0.9342899322509766
57,0.932459831237793,0.8735284209251404,0.2159004807472229,1e-04,0.9081125855445862,0.9307968616485596,0.9362015724182129,0.8887648582458496,0.801094114780426,0.2567615211009979,0.9026163816452026,0.8769271373748779,0.9267027974128723
58,0.932796061038971,0.8741199374198914,0.21072733402252197,1e-04,0.908166766166687,0.9312783479690552,0.9363428950309753,0.8879687786102295,0.7998227477073669,0.25278759002685547,0.9018064737319946,0.8765888810157776,0.9246326088905334
59,0.9333208799362183,0.8750379681587219,0.20550449192523956,1e-04,0.9088122844696045,0.9318429827690125,0.9368342161178589,0.8899787068367004,0.80299973487854,0.2461591362953186,0.9016642570495605,0.8815818428993225,0.9232883453369141
60,0.9336568117141724,0.8756315112113953,0.20060014724731445,1e-04,0.909176230430603,0.9319971203804016,0.937337338924408,0.8920352458953857,0.8063152432441711,0.23964037001132965,0.8952240943908691,0.8995638489723206,0.907685399055481
61,0.9343048334121704,0.8767696619033813,0.19551478326320648,1e-04,0.9094729423522949,0.9327172636985779,0.9379204511642456,0.8925339579582214,0.8070778846740723,0.2347295582294464,0.8966960906982422,0.8972505927085876,0.9108154773712158
62,0.934419572353363,0.8769723773002625,0.19108721613883972,1e-04,0.9098682999610901,0.9327924251556396,0.938041090965271,0.8929497599601746,0.807725727558136,0.2301180064678192,0.8952295780181885,0.9017034769058228,0.9072200655937195
63,0.9345142841339111,0.877139687538147,0.18683332204818726,1e-04,0.9099881649017334,0.9329588413238525,0.9380924105644226,0.8926491141319275,0.8072274327278137,0.2262752205133438,0.897857666015625,0.8943831920623779,0.9137753248214722
64,0.9348922967910767,0.8778049945831299,0.18242447078227997,1e-04,0.910584568977356,0.9331265091896057,0.9386746287345886,0.8934338092803955,0.8085241913795471,0.22157809138298035,0.8975706100463867,0.8984521627426147,0.9112010598182678
65,0.934751570224762,0.8775571584701538,0.1786959022283554,1e-04,0.9106613397598267,0.9329057931900024,0.9385606050491333,0.8923885822296143,0.8068232536315918,0.2187826782464981,0.8963416218757629,0.8973001837730408,0.9101390242576599
66,0.9350455403327942,0.8780741691589355,0.17467588186264038,1e-04,0.9110811948776245,0.933235764503479,0.9388309121131897,0.892095685005188,0.806363582611084,0.21554148197174072,0.8957337141036987,0.896005392074585,0.9102984666824341
67,0.9350553750991821,0.8780924081802368,0.171088308095932,1e-04,0.9113339185714722,0.9332852363586426,0.9388241767883301,0.8932983875274658,0.8083379864692688,0.21077242493629456,0.894412636756897,0.9042461514472961,0.9050292372703552
