epoch,dice_coef,iou,loss,lr,mean_io_u,precision,recall,val_dice_coef,val_iou,val_loss,val_mean_io_u,val_precision,val_recall
0,0.7094234824180603,0.5877710580825806,1.0171526670455933,1e-04,0.6945067644119263,0.5243731737136841,0.9356991052627563,0.3488953411579132,0.21220678091049194,1.3683664798736572,0.4410242438316345,0.9697015881538391,0.15110372006893158
1,0.9060643315315247,0.8294029831886292,0.8009704351425171,1e-04,0.761198878288269,0.919947624206543,0.9328100085258484,0.8532182574272156,0.7458364963531494,0.8425915241241455,0.6035133600234985,0.8679590821266174,0.9282896518707275
2,0.9345048666000366,0.8774372935295105,0.7559105157852173,1e-04,0.7519350647926331,0.9422392845153809,0.9491918683052063,0.8688271045684814,0.7692045569419861,0.8112756609916687,0.8121916055679321,0.8140988945960999,0.9820003509521484
3,0.9453936815261841,0.8966479301452637,0.7297359108924866,1e-04,0.7673487067222595,0.9500507116317749,0.9555974006652832,0.8781123757362366,0.783599853515625,0.7873111963272095,0.8482324481010437,0.8177938461303711,0.9855529069900513
4,0.9514532089233398,0.9075520634651184,0.7090791463851929,1e-04,0.7831092476844788,0.9548367261886597,0.9596107602119446,0.8903761506080627,0.8031423687934875,0.7609744071960449,0.8449245691299438,0.8347584009170532,0.9830628037452698
5,0.9555033445358276,0.9149175882339478,0.6909292340278625,1e-04,0.7967141270637512,0.9580671191215515,0.9624931812286377,0.9065966010093689,0.8296145796775818,0.731422483921051,0.8204447627067566,0.8627204298973083,0.9759223461151123
6,0.9582105278968811,0.919873058795929,0.674536406993866,1e-04,0.8091156482696533,0.9601475596427917,0.9644006490707397,0.9143552184104919,0.8424431085586548,0.7107288241386414,0.8421365022659302,0.8690862655639648,0.9757888913154602
7,0.9602670073509216,0.9236627221107483,0.6592334508895874,1e-04,0.8198426365852356,0.9619934558868408,0.9658382534980774,0.9239328503608704,0.8587831258773804,0.6884781122207642,0.8205574154853821,0.8911198973655701,0.966756284236908
8,0.9617974758148193,0.9264886975288391,0.6449130773544312,1e-04,0.8283069133758545,0.9631696343421936,0.9669546484947205,0.9251753091812134,0.8609228730201721,0.6748498678207397,0.8088400363922119,0.8944106698036194,0.9640601873397827
9,0.9626498222351074,0.9280679225921631,0.6317641139030457,1e-04,0.8320316672325134,0.963964581489563,0.9673500061035156,0.9248304963111877,0.8603872656822205,0.6628379821777344,0.8370249271392822,0.8967874050140381,0.9657465815544128
10,0.9632618427276611,0.9292042851448059,0.6193593740463257,1e-04,0.8378799557685852,0.9643043279647827,0.9678638577461243,0.9292321801185608,0.8679569363594055,0.6471133232116699,0.7743688225746155,0.9157812595367432,0.9495587944984436
